torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante, valor_mercado_local ,altura_media_local,edad_media_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,resultado,fecha_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2021,5,12,Aldosivi,Def y Justicia,1,0,61,4,10,8,8,39,6,13,16,6,3,3,0,0, $13.68 ,1.79,26.36,45.08,1.77,23.74,L,8/9/2021 18:00,2.91,2.57,3.08
Campeonato 2021,5,13,Central Cba (SdE),Estudiantes (LP),1,2,51,4,8,13,4,49,6,15,19,4,3,3,0,0, $13.65 ,1.79,26.49,47.68,1.80,24.61,V,8/9/2021 20:15,3.59,2.19,3.1
Campeonato 2021,6,1,Colon,Gimnasia (LP),1,0,62,4,19,14,8,38,4,8,12,6,1,3,1,2, $42.18 ,1.79,24.94,18.40,1.78,24.43,L,8/13/2021 19:00,1.85,4.72,3.29
Campeonato 2021,6,2,Huracan,Union,0,0,54,4,13,16,6,46,1,6,16,2,1,4,0,1, $26.53 ,1.79,24.78,13.98,1.80,24.65,E,8/13/2021 21:15,2.71,2.94,2.88
Campeonato 2021,6,3,Atl Tucuman,Aldosivi,2,2,59,6,20,14,10,41,3,6,15,2,4,2,0,0, $17.68 ,1.79,25.61,13.68,1.79,26.36,E,8/14/2021 13:30,1.88,4.19,3.55
Campeonato 2021,6,4,Argentinos,Banfield,2,0,57,5,8,9,4,43,2,16,14,4,1,1,1,1, $35.81 ,1.78,24.93,35.93,1.79,22.88,L,8/14/2021 15:45,2.26,3.57,2.98
Campeonato 2021,6,5,River Plate,Velez,2,0,46,5,11,16,7,54,4,11,9,3,4,1,0,0, $136.28 ,1.79,25.95,77.93,1.80,24.23,L,8/14/2021 18:00,1.78,4.59,3.56
Campeonato 2021,6,6,Rosario Central,Independiente,1,2,40,3,10,16,2,60,4,11,12,4,3,2,0,0, $21.83 ,1.79,24.16,53.68,1.77,24.46,V,8/14/2021 20:15,4.49,1.82,3.46
Campeonato 2021,6,7,Patronato,Central Cba (SdE),1,0,40,5,5,13,1,60,2,11,15,4,2,4,0,0, $10.30 ,1.80,26.35,13.65,1.79,26.49,L,8/15/2021 13:30,2.34,3.37,2.99
Campeonato 2021,6,8,Platense,Arsenal,2,1,41,6,16,21,6,59,4,13,15,3,4,0,0,0, $13.15 ,1.78,26.08,12.45,1.82,25.27,L,8/15/2021 15:45,2.52,3.09,2.99
Campeonato 2021,6,9,Estudiantes (LP),Boca Juniors,1,0,35,3,8,22,5,65,1,9,17,5,3,1,0,0, $47.68 ,1.80,24.61,110.28,1.80,23.56,L,8/15/2021 18:00,3.3,2.46,2.91
Campeonato 2021,6,10,Racing Club,Newells,2,0,49,4,9,22,9,51,1,8,22,5,2,3,0,0, $50.73 ,1.78,25.86,27.63,1.79,24.25,L,8/15/2021 20:15,2,4.03,3.26
Campeonato 2021,6,11,Talleres (C),San Lorenzo,2,0,55,7,18,13,7,45,3,9,13,5,2,2,0,2, $48.58 ,1.78,22.93,52.35,1.79,25.12,L,8/16/2021 18:00,1.93,4.22,3.31
Campeonato 2021,6,12,Def y Justicia,Sarmiento (J),4,2,54,4,13,14,5,46,4,12,12,5,2,2,0,0, $45.08 ,1.77,23.74,11.23,1.80,26.08,L,8/16/2021 20:15,2.02,4.06,3.13
Campeonato 2021,6,13,Lanus,Godoy Cruz,3,1,47,5,14,14,6,53,3,16,16,7,1,1,0,0, $54.73 ,1.78,23.23,19.38,1.80,23.91,L,8/16/2021 21:45,1.86,3.81,3.82
Campeonato 2021,7,1,Aldosivi,Colon,3,0,39,7,12,17,4,61,3,11,15,7,2,2,0,0, $13.68 ,1.79,26.36,42.18,1.79,24.94,L,8/20/2021 16:45,3.61,2.15,3.14
Campeonato 2021,7,2,Sarmiento (J),Atl Tucuman,3,0,45,4,11,14,5,55,7,14,13,5,2,3,0,0, $11.23 ,1.80,26.08,17.68,1.79,25.61,L,8/20/2021 19:00,2.94,2.54,3.09
Campeonato 2021,7,3,Banfield,Estudiantes (LP),1,1,65,9,14,18,8,35,3,7,19,2,4,4,0,0, $35.93 ,1.79,22.88,47.68,1.80,24.61,E,8/20/2021 19:00,3.38,2.32,3.01
Campeonato 2021,7,4,Independiente,Def y Justicia,0,0,52,4,11,15,6,48,3,9,19,6,4,6,1,0, $53.68 ,1.77,24.46,45.08,1.77,23.74,E,8/20/2021 21:15,1.95,3.97,3.36
Campeonato 2021,7,5,Central Cba (SdE),Platense,2,2,54,5,15,10,4,46,2,11,14,5,2,3,0,0, $13.65 ,1.79,26.49,13.15,1.78,26.08,E,8/21/2021 13:00,2.37,3.43,3.17
Campeonato 2021,7,6,Godoy Cruz,Huracan,1,1,52,3,13,15,6,48,1,8,13,4,4,4,0,0, $19.38 ,1.80,23.91,26.53,1.79,24.78,E,8/21/2021 13:30,2.24,3.3,3.24
Campeonato 2021,7,7,Velez,Lanus,5,1,53,9,16,17,4,47,3,18,19,7,4,4,0,0, $77.93 ,1.80,24.23,54.73,1.78,23.23,L,8/21/2021 15:45,2.14,3.53,3.25
Campeonato 2021,7,8,Arsenal,Racing Club,0,3,51,2,13,14,5,49,6,17,15,4,1,0,0,0, $12.45 ,1.82,25.27,50.73,1.78,25.86,V,8/21/2021 18:00,4.21,1.97,3.2
Campeonato 2021,7,9,Boca Juniors,Patronato,1,0,71,1,10,9,5,29,3,7,15,3,0,1,0,0, $110.28 ,1.80,23.56,10.30,1.80,26.35,L,8/21/2021 20:15,1.73,5.47,3.34
Campeonato 2021,7,10,Union,Talleres (C),1,2,47,4,10,11,3,53,2,7,18,3,2,5,0,0, $13.98 ,1.80,24.65,48.58,1.78,22.93,V,8/22/2021 13:30,2.87,2.65,2.99
Campeonato 2021,7,11,Newells,Rosario Central,1,1,50,3,10,12,3,50,4,13,15,9,3,4,0,0, $27.63 ,1.79,24.25,21.83,1.79,24.16,E,8/22/2021 15:45,2.22,3.3,3.26
Campeonato 2021,7,12,San Lorenzo,Argentinos,0,1,39,2,11,13,5,61,3,8,7,3,3,4,0,0, $52.35 ,1.79,25.12,35.81,1.78,24.93,V,8/22/2021 18:00,4.01,2.04,3.13
Campeonato 2021,7,13,Gimnasia (LP),River Plate,1,1,34,1,3,17,3,66,3,12,19,10,2,4,0,0, $18.40 ,1.78,24.43,136.28,1.79,25.95,E,8/22/2021 20:15,5.28,1.66,3.71
Campeonato 2021,8,1,Patronato,Banfield,1,1,31,10,15,16,6,69,4,11,10,4,3,4,0,0, $10.30 ,1.80,26.35,35.93,1.79,22.88,E,8/24/2021 14:15,3.19,2.47,2.92
Campeonato 2021,8,2,Colon,Sarmiento (J),1,1,64,3,12,14,7,36,7,19,15,4,2,3,0,0, $42.18 ,1.79,24.94,11.23,1.80,26.08,E,8/24/2021 16:30,1.67,5.4,3.67
Campeonato 2021,8,3,Atl Tucuman,Independiente,2,0,46,6,13,13,5,54,3,7,8,8,2,2,0,0, $17.68 ,1.79,25.61,53.68,1.77,24.46,L,8/24/2021 18:45,2.9,2.59,3.05
Campeonato 2021,8,4,Racing Club,Central Cba (SdE),0,0,62,2,17,6,8,38,1,11,12,6,3,2,0,0, $50.73 ,1.78,25.86,13.65,1.79,26.49,E,8/24/2021 21:00,1.86,4.44,3.33
Campeonato 2021,8,5,Rosario Central,Arsenal,4,0,56,6,17,13,5,44,3,10,10,3,1,1,0,1, $21.83 ,1.79,24.16,12.45,1.82,25.27,L,8/25/2021 14:15,2.04,3.63,3.43
Campeonato 2021,8,6,Def y Justicia,Newells,2,0,52,4,9,13,2,48,4,13,19,5,1,5,0,0, $45.08 ,1.77,23.74,27.63,1.79,24.25,L,8/25/2021 16:30,1.98,3.92,3.37
Campeonato 2021,8,7,Lanus,Gimnasia (LP),2,0,57,4,10,25,7,43,2,17,15,9,5,1,0,1, $54.73 ,1.78,23.23,18.40,1.78,24.43,L,8/25/2021 16:30,1.93,3.77,3.63
Campeonato 2021,8,8,Huracan,Velez,1,1,33,3,12,13,3,67,2,10,13,3,4,0,0,0, $26.53 ,1.79,24.78,77.93,1.80,24.23,E,8/25/2021 18:45,3.5,2.25,3.07
Campeonato 2021,8,9,Platense,Boca Juniors,1,3,34,2,7,13,2,66,5,15,17,3,2,1,0,0, $13.15 ,1.78,26.08,110.28,1.80,23.56,V,8/25/2021 21:00,3.81,2.21,2.9
Campeonato 2021,8,10,Godoy Cruz,Union,1,2,53,6,13,14,3,47,2,7,8,5,1,1,0,0, $19.38 ,1.80,23.91,13.98,1.80,24.65,V,8/26/2021 14:15,2.71,2.66,3.19
Campeonato 2021,8,11,Argentinos,Talleres (C),1,2,66,4,12,13,7,34,3,7,17,3,4,2,0,0, $35.81 ,1.78,24.93,48.58,1.78,22.93,V,8/26/2021 16:30,2.2,3.65,3.01
Campeonato 2021,8,12,Estudiantes (LP),San Lorenzo,2,0,46,6,17,14,5,54,1,8,18,6,3,3,0,0, $47.68 ,1.80,24.61,52.35,1.79,25.12,L,8/26/2021 18:45,1.8,4.59,3.48
Campeonato 2021,8,13,River Plate,Aldosivi,2,0,68,7,14,24,3,32,1,5,9,6,4,1,0,1, $136.28 ,1.79,25.95,13.68,1.79,26.36,L,8/26/2021 21:00,1.31,9.42,5.38
Campeonato 2021,9,1,Gimnasia (LP),Huracan,0,0,46,4,9,13,5,54,0,2,12,7,1,2,0,0, $18.40 ,1.78,24.43,26.53,1.79,24.78,E,8/28/2021 15:45,2.42,3.19,2.99
Campeonato 2021,9,2,Banfield,Platense,2,4,68,8,18,17,5,32,6,13,12,5,2,0,0,0, $35.93 ,1.79,22.88,13.15,1.78,26.08,V,8/28/2021 18:00,1.89,4.4,3.34
Campeonato 2021,9,3,Independiente,Colon,3,0,53,5,18,15,5,47,1,9,15,4,2,3,0,1, $53.68 ,1.77,24.46,42.18,1.79,24.94,L,8/28/2021 20:15,2.1,3.84,3.11
Campeonato 2021,9,4,Arsenal,Def y Justicia,0,0,29,1,7,8,3,71,3,15,10,5,0,3,0,0, $12.45 ,1.82,25.27,45.08,1.77,23.74,E,8/29/2021 13:30,3.64,2.09,3.26
Campeonato 2021,9,5,Aldosivi,Lanus,2,3,69,5,20,16,6,31,6,12,20,2,5,2,0,0, $13.68 ,1.79,26.36,54.73,1.78,23.23,V,8/29/2021 15:45,3,2.35,3.34
Campeonato 2021,9,6,Central Cba (SdE),Rosario Central,2,4,45,10,19,11,5,55,8,16,9,7,5,1,1,0, $13.65 ,1.79,26.49,21.83,1.79,24.16,V,8/29/2021 15:45,2.34,3.13,3.21
Campeonato 2021,9,7,Velez,Godoy Cruz,3,0,58,9,16,13,7,42,0,11,13,5,1,1,0,0, $77.93 ,1.80,24.23,19.38,1.80,23.91,L,8/29/2021 18:00,1.54,5.85,4.22
Campeonato 2021,9,8,Boca Juniors,Racing Club,0,0,60,4,11,14,7,40,1,8,8,3,1,1,0,0, $110.28 ,1.80,23.56,50.73,1.78,25.86,E,8/29/2021 20:15,2.03,4.22,3.05
Campeonato 2021,9,9,Union,Argentinos,1,0,27,3,8,17,5,73,2,12,12,8,1,0,0,0, $13.98 ,1.80,24.65,35.81,1.78,24.93,L,8/30/2021 14:30,2.66,3.02,2.85
Campeonato 2021,9,10,Newells,Atl Tucuman,1,2,62,7,22,11,6,38,2,8,15,4,0,2,0,0, $27.63 ,1.79,24.25,17.68,1.79,25.61,V,8/30/2021 14:30,2.09,3.43,3.45
Campeonato 2021,9,11,San Lorenzo,Patronato,3,0,51,6,8,21,1,49,2,5,15,5,2,3,0,0, $52.35 ,1.79,25.12,10.30,1.80,26.35,L,8/30/2021 16:45,2.9,2.62,2.99
Campeonato 2021,9,12,Sarmiento (J),River Plate,1,2,30,3,12,18,4,70,5,12,15,6,5,3,1,0, $11.23 ,1.80,26.08,136.28,1.79,25.95,V,8/30/2021 19:00,3.94,1.92,3.48
Campeonato 2021,9,13,Talleres (C),Estudiantes (LP),2,0,48,2,7,23,2,52,3,11,15,9,4,4,0,0, $48.58 ,1.78,22.93,47.68,1.80,24.61,L,8/30/2021 21:15,2.27,3.47,3
Campeonato 2021,10,1,Def y Justicia,Central Cba (SdE),1,1,63,4,13,12,10,37,1,14,8,5,0,3,0,0, $45.08 ,1.77,23.74,13.65,1.79,26.49,E,9/3/2021 19:00,1.96,4.09,3.32
Campeonato 2021,10,2,Huracan,Aldosivi,2,0,42,7,13,11,5,58,4,8,11,4,4,3,0,0, $26.53 ,1.79,24.78,13.68,1.79,26.36,L,9/3/2021 21:15,2.35,3.21,3.09
Campeonato 2021,10,3,Atl Tucuman,Arsenal,0,0,59,3,16,11,6,41,1,6,13,3,2,1,0,0, $17.68 ,1.79,25.61,12.45,1.82,25.27,E,9/4/2021 13:30,1.65,5.15,3.85
Campeonato 2021,10,4,Lanus,Sarmiento (J),1,1,55,2,9,16,3,45,2,16,13,4,2,2,0,0, $54.73 ,1.78,23.23,11.23,1.80,26.08,E,9/4/2021 15:45,1.85,4.18,3.57
Campeonato 2021,10,5,Colon,Newells,1,1,56,1,10,13,6,44,4,8,20,2,0,3,1,0, $42.18 ,1.79,24.94,27.63,1.79,24.25,E,9/4/2021 15:45,2.2,3.31,3.32
Campeonato 2021,10,6,Platense,San Lorenzo,1,1,44,3,11,11,3,56,5,12,14,8,1,3,0,1, $13.15 ,1.78,26.08,52.35,1.79,25.12,E,9/4/2021 18:00,2.48,2.89,3.17
Campeonato 2021,10,7,Rosario Central,Boca Juniors,1,2,39,5,14,11,8,61,6,18,7,10,1,3,0,0, $21.83 ,1.79,24.16,110.28,1.80,23.56,V,9/4/2021 20:15,3.63,2.17,3.11
Campeonato 2021,10,8,Godoy Cruz,Gimnasia (LP),4,0,53,6,17,14,7,47,1,6,9,6,2,2,0,0, $19.38 ,1.80,23.91,18.40,1.78,24.43,L,9/5/2021 13:30,2.38,3.09,3.19
Campeonato 2021,10,9,Patronato,Talleres (C),0,0,34,4,7,18,7,66,3,12,14,6,3,3,2,0, $10.30 ,1.80,26.35,48.58,1.78,22.93,E,9/5/2021 13:30,3.42,2.26,3.07
Campeonato 2021,10,10,Racing Club,Banfield,0,0,59,2,12,8,3,41,4,18,12,8,3,1,0,0, $50.73 ,1.78,25.86,35.93,1.79,22.88,E,9/5/2021 19:00,2.43,3.1,3.06
Campeonato 2021,10,11,River Plate,Independiente,1,1,55,3,17,19,7,45,2,8,10,7,2,1,0,0, $136.28 ,1.79,25.95,53.68,1.77,24.46,E,9/5/2021 21:15,2.23,3.41,3.12
Campeonato 2021,10,12,Estudiantes (LP),Argentinos,1,1,40,5,10,13,5,60,2,10,16,7,1,3,0,0, $47.68 ,1.80,24.61,35.81,1.78,24.93,E,9/6/2021 18:00,2.41,3.32,2.91
Campeonato 2021,10,13,Velez,Union,4,0,63,7,19,16,2,37,2,11,15,3,3,2,0,1, $77.93 ,1.80,24.23,13.98,1.80,24.65,L,9/6/2021 20:15,1.89,4.14,3.4
Campeonato 2021,11,1,Sarmiento (J),Huracan,0,0,43,4,11,21,4,57,3,13,15,8,2,4,0,0, $11.23 ,1.80,26.08,26.53,1.79,24.78,E,9/13/2021 14:15,2.89,2.62,3.02
Campeonato 2021,11,2,Aldosivi,Godoy Cruz,1,4,59,3,8,8,3,41,8,18,13,9,1,2,0,0, $13.68 ,1.79,26.36,19.38,1.80,23.91,V,9/13/2021 14:15,2.82,2.44,3.42
Campeonato 2021,11,3,Independiente,Lanus,0,1,71,2,22,12,4,29,2,7,20,4,3,4,0,1, $53.68 ,1.77,24.46,54.73,1.78,23.23,V,9/13/2021 16:30,1.95,3.91,3.45
Campeonato 2021,11,4,San Lorenzo,Racing Club,1,1,29,3,11,15,3,71,2,13,12,4,3,1,0,0, $52.35 ,1.79,25.12,50.73,1.78,25.86,E,9/13/2021 18:45,3.49,2.29,2.97
Campeonato 2021,11,5,Gimnasia (LP),Velez,0,0,35,2,13,11,4,65,5,17,11,7,1,1,0,0, $18.40 ,1.78,24.43,77.93,1.80,24.23,E,9/13/2021 21:00,4.2,1.92,3.31
Campeonato 2021,11,6,Talleres (C),Platense,2,1,67,5,12,10,3,33,4,10,9,5,1,1,0,0, $48.58 ,1.78,22.93,13.15,1.78,26.08,L,9/14/2021 14:15,1.71,5.22,3.55
Campeonato 2021,11,7,Arsenal,Colon,0,0,42,4,13,19,2,58,5,13,17,3,3,2,0,0, $12.45 ,1.82,25.27,42.18,1.79,24.94,E,9/14/2021 16:30,3.61,2.06,3.37
Campeonato 2021,11,8,Central Cba (SdE),Atl Tucuman,2,0,49,2,11,9,2,51,2,14,11,5,1,1,0,0, $13.65 ,1.79,26.49,17.68,1.79,25.61,L,9/14/2021 18:45,2.53,2.9,3.14
Campeonato 2021,11,9,Boca Juniors,Def y Justicia,0,0,59,3,14,9,4,41,3,11,10,5,1,1,0,0, $110.28 ,1.80,23.56,45.08,1.77,23.74,E,9/14/2021 21:00,1.81,5.22,3.19
Campeonato 2021,11,10,Union,Estudiantes (LP),0,2,54,0,8,13,2,46,3,12,16,1,3,1,0,0, $13.98 ,1.80,24.65,47.68,1.80,24.61,V,9/15/2021 14:15,3.53,2.2,3.12
Campeonato 2021,11,11,Argentinos,Patronato,1,1,71,6,20,8,9,29,2,12,17,3,2,3,0,0, $35.81 ,1.78,24.93,10.30,1.80,26.35,E,9/15/2021 16:30,2.02,4.27,3.04
Campeonato 2021,11,12,Banfield,Rosario Central,1,2,43,6,16,17,5,57,5,14,17,3,4,4,1,1, $35.93 ,1.79,22.88,21.83,1.79,24.16,V,9/15/2021 18:45,2.33,3.09,3.28
Campeonato 2021,11,13,Newells,River Plate,1,4,50,7,22,9,4,50,7,12,11,2,1,3,0,0, $27.63 ,1.79,24.25,136.28,1.79,25.95,V,9/15/2021 21:00,5.53,1.58,4.06
Campeonato 2021,12,1,Godoy Cruz,Sarmiento (J),1,1,65,4,18,13,5,35,2,10,11,4,0,4,1,0, $19.38 ,1.80,23.91,11.23,1.80,26.08,E,9/18/2021 13:30,1.99,3.76,3.4
Campeonato 2021,12,2,Velez,Aldosivi,3,2,55,7,18,15,5,45,4,16,12,7,2,2,0,0, $77.93 ,1.80,24.23,13.68,1.79,26.36,L,9/18/2021 15:45,1.43,7.6,4.42
Campeonato 2021,12,3,Racing Club,Talleres (C),1,2,53,3,8,10,4,47,5,9,15,1,0,4,1,1, $50.73 ,1.78,25.86,48.58,1.78,22.93,V,9/18/2021 18:00,2.78,2.78,2.93
Campeonato 2021,12,4,Atl Tucuman,Boca Juniors,1,2,51,1,6,17,2,49,6,14,9,2,4,1,1,0, $17.68 ,1.79,25.61,110.28,1.80,23.56,V,9/18/2021 20:15,3.44,2.31,2.96
Campeonato 2021,12,5,Patronato,Estudiantes (LP),1,2,54,6,19,18,5,46,5,9,11,2,3,3,0,0, $10.30 ,1.80,26.35,47.68,1.80,24.61,V,9/19/2021 13:30,3.96,2.06,3.12
Campeonato 2021,12,6,Platense,Argentinos,0,0,31,3,7,15,2,69,3,13,12,3,3,1,0,0, $13.15 ,1.78,26.08,35.81,1.78,24.93,E,9/19/2021 15:45,4.01,2.03,3.14
Campeonato 2021,12,7,Colon,Central Cba (SdE),1,0,58,4,12,9,8,42,2,17,9,3,4,2,0,0, $42.18 ,1.79,24.94,13.65,1.79,26.49,L,9/19/2021 15:45,2.12,3.63,3.19
Campeonato 2021,12,8,Huracan,Independiente,0,1,56,4,20,9,10,44,5,7,12,4,2,2,0,0, $26.53 ,1.79,24.78,53.68,1.77,24.46,V,9/19/2021 18:00,3.51,2.31,2.93
Campeonato 2021,12,9,River Plate,Arsenal,1,0,77,4,23,14,5,23,2,4,13,0,0,3,0,0, $136.28 ,1.79,25.95,12.45,1.82,25.27,L,9/19/2021 20:15,1.26,11.48,5.59
Campeonato 2021,12,10,Gimnasia (LP),Union,1,0,45,5,12,15,4,55,0,11,23,5,1,3,0,0, $18.40 ,1.78,24.43,13.98,1.80,24.65,L,9/20/2021 13:30,2.68,2.94,2.86
Campeonato 2021,12,11,Lanus,Newells,1,2,60,6,14,17,5,40,4,9,19,3,1,5,0,0, $54.73 ,1.78,23.23,27.63,1.79,24.25,V,9/20/2021 15:45,2.18,3.25,3.39
Campeonato 2021,12,12,Rosario Central,San Lorenzo,1,0,61,5,13,13,3,39,4,13,10,4,2,2,0,0, $21.83 ,1.79,24.16,52.35,1.79,25.12,L,9/20/2021 18:00,2.16,3.24,3.47
Campeonato 2021,12,13,Def y Justicia,Banfield,0,0,53,3,14,12,4,47,1,11,18,6,2,2,0,0, $45.08 ,1.77,23.74,35.93,1.79,22.88,E,9/20/2021 20:15,2.28,3.34,3.09
Campeonato 2021,13,1,Sarmiento (J),Velez,0,1,37,1,11,12,4,63,5,13,11,3,2,1,0,0, $11.23 ,1.80,26.08,77.93,1.80,24.23,V,9/24/2021 19:00,4.14,1.93,3.3
Campeonato 2021,13,2,Estudiantes (LP),Platense,1,1,54,3,12,14,4,46,1,5,10,4,1,1,0,0, $47.68 ,1.80,24.61,13.15,1.78,26.08,E,9/24/2021 21:15,1.83,4.53,3.34
Campeonato 2021,13,3,Aldosivi,Gimnasia (LP),1,3,61,2,9,22,1,39,5,9,18,1,4,2,0,0, $13.68 ,1.79,26.36,18.40,1.78,24.43,V,9/25/2021 13:30,2.88,2.54,3.15
Campeonato 2021,13,4,Arsenal,Lanus,1,0,40,3,9,14,6,60,3,12,14,4,4,3,0,0, $12.45 ,1.82,25.27,54.73,1.78,23.23,L,9/25/2021 15:45,3.87,1.95,3.45
Campeonato 2021,13,5,Talleres (C),Rosario Central,4,1,51,11,17,15,3,49,2,4,19,7,5,3,1,0, $48.58 ,1.78,22.93,21.83,1.79,24.16,L,9/25/2021 15:45,1.69,4.78,3.88
Campeonato 2021,13,6,Banfield,Atl Tucuman,2,0,42,6,17,16,8,58,4,15,11,6,2,1,0,0, $35.93 ,1.79,22.88,17.68,1.79,25.61,L,9/25/2021 18:00,2.06,3.72,3.26
Campeonato 2021,13,7,Central Cba (SdE),River Plate,1,3,36,4,18,15,3,64,7,15,9,3,2,0,0,0, $13.65 ,1.79,26.49,136.28,1.79,25.95,V,9/25/2021 20:15,5.22,1.61,4.05
Campeonato 2021,13,8,Union,Patronato,2,0,50,3,8,6,4,50,1,8,11,1,0,2,0,0, $13.98 ,1.80,24.65,10.30,1.80,26.35,L,9/26/2021 13:30,2.39,3.29,2.96
Campeonato 2021,13,9,San Lorenzo,Def y Justicia,2,1,36,3,12,10,4,64,3,12,6,6,1,0,0,0, $52.35 ,1.79,25.12,45.08,1.77,23.74,L,9/26/2021 15:45,2.93,2.61,2.96
Campeonato 2021,13,10,Independiente,Godoy Cruz,1,4,57,4,7,7,7,43,5,15,17,6,3,1,0,0, $53.68 ,1.77,24.46,19.38,1.80,23.91,V,9/26/2021 18:00,1.91,4.08,3.41
Campeonato 2021,13,11,Boca Juniors,Colon,1,0,59,3,13,17,4,41,2,7,11,5,2,4,0,0, $110.28 ,1.80,23.56,42.18,1.79,24.94,L,9/26/2021 20:15,1.76,5.6,3.18
Campeonato 2021,13,12,Argentinos,Racing Club,2,0,40,5,9,18,5,60,1,7,16,5,0,3,0,0, $35.81 ,1.78,24.93,50.73,1.78,25.86,L,9/27/2021 18:00,2.34,3.58,2.81
Campeonato 2021,13,13,Newells,Huracan,0,1,65,6,15,18,3,35,2,4,15,7,3,2,0,0, $27.63 ,1.79,24.25,26.53,1.79,24.78,V,9/27/2021 20:15,2.7,2.76,3.03
Campeonato 2021,14,1,Aldosivi,Union,1,2,61,2,8,19,2,39,4,13,15,10,2,3,0,0, $13.68 ,1.79,26.36,13.98,1.80,24.65,V,10/1/2021 19:00,2.82,2.61,3.09
Campeonato 2021,14,2,Lanus,Central Cba (SdE),2,1,45,6,19,13,8,55,2,14,10,6,2,2,0,0, $54.73 ,1.78,23.23,13.65,1.79,26.49,L,10/1/2021 21:15,1.98,3.76,3.43
Campeonato 2021,14,3,Platense,Patronato,0,0,58,7,11,11,8,42,1,12,14,4,3,0,0,0, $13.15 ,1.78,26.08,10.30,1.80,26.35,E,10/2/2021 13:30,2.6,2.94,2.98
Campeonato 2021,14,4,Godoy Cruz,Newells,2,2,60,6,20,15,6,40,5,7,14,5,2,4,0,0, $19.38 ,1.80,23.91,27.63,1.79,24.25,E,10/2/2021 13:30,1.98,3.65,3.56
Campeonato 2021,14,5,Huracan,Arsenal,1,0,50,8,22,7,3,50,2,12,15,5,1,3,0,0, $26.53 ,1.79,24.78,12.45,1.82,25.27,L,10/2/2021 15:45,1.88,4.53,3.24
Campeonato 2021,14,6,Atl Tucuman,San Lorenzo,0,0,50,2,16,17,7,50,1,4,10,0,3,2,0,1, $17.68 ,1.79,25.61,52.35,1.79,25.12,E,10/2/2021 18:00,2.14,3.45,3.28
Campeonato 2021,14,7,Velez,Independiente,3,3,60,4,16,14,7,40,7,15,12,3,3,5,0,0, $77.93 ,1.80,24.23,53.68,1.77,24.46,E,10/2/2021 20:15,2.04,3.92,3.18
Campeonato 2021,14,8,Gimnasia (LP),Sarmiento (J),0,1,62,3,14,9,10,38,4,13,19,4,1,4,0,0, $18.40 ,1.78,24.43,11.23,1.80,26.08,V,10/3/2021 13:30,2.01,4.05,3.17
Campeonato 2021,14,9,Rosario Central,Argentinos,0,1,40,1,11,17,8,60,3,12,9,1,2,2,1,0, $21.83 ,1.79,24.16,35.81,1.78,24.93,V,10/3/2021 13:30,3.22,2.25,3.28
Campeonato 2021,14,10,River Plate,Boca Juniors,2,1,69,4,8,21,6,31,1,7,14,2,3,2,0,1, $136.28 ,1.79,25.95,110.28,1.80,23.56,L,10/3/2021 17:00,2.28,3.37,3.06
Campeonato 2021,14,11,Racing Club,Estudiantes (LP),1,1,50,3,9,16,7,50,7,18,16,5,1,3,0,0, $50.73 ,1.78,25.86,47.68,1.80,24.61,E,10/3/2021 20:15,2.89,2.72,2.88
Campeonato 2021,14,12,Def y Justicia,Talleres (C),3,0,,,,,,,,,,,,,0,0, $45.08 ,1.77,23.74,48.58,1.78,22.93,L,10/4/2021 18:00,2.77,2.79,2.91
Campeonato 2021,14,13,Colon,Banfield,0,0,,,,,,,,,,,,,0,0, $42.18 ,1.79,24.94,35.93,1.79,22.88,E,10/4/2021 20:15,2.25,3.51,3.01
Campeonato 2021,15,1,Union,Platense,1,2,66,6,16,8,16,34,5,9,11,2,1,2,0,0, $13.98 ,1.80,24.65,13.15,1.78,26.08,V,10/8/2021 14:30,2,4.23,3.11
Campeonato 2021,15,2,Central Cba (SdE),Huracan,1,2,55,5,14,9,3,45,5,10,11,6,2,3,0,0, $13.65 ,1.79,26.49,26.53,1.79,24.78,V,10/8/2021 16:45,2.35,3.35,2.99
Campeonato 2021,15,3,Estudiantes (LP),Rosario Central,2,2,54,10,25,7,11,46,3,13,19,3,0,2,0,0, $47.68 ,1.80,24.61,21.83,1.79,24.16,E,10/8/2021 19:00,1.64,5.06,3.95
Campeonato 2021,15,4,Newells,Velez,1,2,52,3,14,13,8,48,6,10,15,3,5,2,0,0, $27.63 ,1.79,24.25,77.93,1.80,24.23,V,10/8/2021 21:15,3.82,1.91,3.59
Campeonato 2021,15,5,Sarmiento (J),Aldosivi,3,0,45,12,23,11,9,55,3,12,13,4,2,4,0,0, $11.23 ,1.80,26.08,13.68,1.79,26.36,L,10/9/2021 13:30,2.21,3.42,3.18
Campeonato 2021,15,6,Argentinos,Def y Justicia,0,2,64,4,13,15,6,36,5,13,13,3,1,1,0,0, $35.81 ,1.78,24.93,45.08,1.77,23.74,V,10/9/2021 13:30,2.47,3.16,2.98
